"CustomerID","InvoiceNo","OrderDate","OrderTotal","CohortDate","PrevOrderDate","DaysSinceLastOrder","OrderSequenceNumber"
"12348.0","524140","2010-09-27 14:59:00",221.16,"2010-09-27 14:59:00","",0,1
"12348.0","539318","2010-12-16 19:09:00",652.8,"2010-09-27 14:59:00","2010-09-27 14:59:00",80,2
"12348.0","541998","2011-01-25 10:42:00",187.44,"2010-09-27 14:59:00","2010-12-16 19:09:00",40,3
"12348.0","548955","2011-04-05 10:47:00",327.0,"2010-09-27 14:59:00","2011-01-25 10:42:00",70,4
"12348.0","568172","2011-09-25 13:13:00",270.0,"2010-09-27 14:59:00","2011-04-05 10:47:00",173,5
"12349.0","506394","2010-04-29 13:20:00",1068.52,"2010-04-29 13:20:00","",0,1
"12349.0","529344","2010-10-28 08:23:00",1152.62,"2010-04-29 13:20:00","2010-04-29 13:20:00",182,2
"12349.0","577609","2011-11-21 09:51:00",1457.55,"2010-04-29 13:20:00","2010-10-28 08:23:00",389,3
"12350.0","543037","2011-02-02 16:01:00",294.4,"2011-02-02 16:01:00","",0,1
"12351.0","536012","2010-11-29 15:23:00",300.93,"2010-11-29 15:23:00","",0,1
"12352.0","532430","2010-11-12 10:20:00",143.75,"2010-11-12 10:20:00","",0,1
"12352.0","535838","2010-11-29 10:07:00",200.05,"2010-11-12 10:20:00","2010-11-12 10:20:00",17,2
"12352.0","544156","2011-02-16 12:33:00",296.5,"2010-11-12 10:20:00","2010-11-29 10:07:00",79,3
"12352.0","545323","2011-03-01 14:57:00",104.35,"2010-11-12 10:20:00","2011-02-16 12:33:00",13,4
"12352.0","546869","2011-03-17 16:00:00",120.33,"2010-11-12 10:20:00","2011-03-01 14:57:00",16,5
"12352.0","547390","2011-03-22 16:08:00",120.33,"2010-11-12 10:20:00","2011-03-17 16:00:00",5,6
"12352.0","567505","2011-09-20 14:34:00",286.25,"2010-11-12 10:20:00","2011-03-22 16:08:00",182,7
"12352.0","568699","2011-09-28 14:58:00",226.25,"2010-11-12 10:20:00","2011-09-20 14:34:00",8,8
"12352.0","574275","2011-11-03 14:37:00",231.73,"2010-11-12 10:20:00","2011-09-28 14:58:00",36,9
"12353.0","529304","2010-10-27 12:44:00",317.76,"2010-10-27 12:44:00","",0,1
"12353.0","553900","2011-05-19 17:47:00",89.0,"2010-10-27 12:44:00","2010-10-27 12:44:00",204,2
"12354.0","550911","2011-04-21 13:11:00",1079.4,"2011-04-21 13:11:00","",0,1
"12355.0","509300","2010-05-21 11:59:00",488.21,"2010-05-21 11:59:00","",0,1
"12355.0","552449","2011-05-09 13:49:00",459.4,"2010-05-21 11:59:00","2010-05-21 11:59:00",353,2
"12356.0","526245","2010-10-11 09:42:00",798.44,"2010-10-11 09:42:00","",0,1
"12356.0","532305","2010-11-11 14:23:00",1977.96,"2010-10-11 09:42:00","2010-10-11 09:42:00",31,2
"12356.0","534804","2010-11-24 12:24:00",349.85,"2010-10-11 09:42:00","2010-11-11 14:23:00",13,3
"12356.0","541430","2011-01-18 09:50:00",1947.62,"2010-10-11 09:42:00","2010-11-24 12:24:00",55,4
"12356.0","549435","2011-04-08 12:33:00",481.46,"2010-10-11 09:42:00","2011-01-18 09:50:00",80,5
"12356.0","576895","2011-11-17 08:40:00",58.35,"2010-10-11 09:42:00","2011-04-08 12:33:00",223,6
"12357.0","533088","2010-11-16 10:05:00",11229.99,"2010-11-16 10:05:00","",0,1
"12357.0","574740","2011-11-06 16:07:00",6207.67,"2010-11-16 10:05:00","2010-11-16 10:05:00",355,2
"12358.0","490751","2009-12-08 07:59:00",1429.83,"2009-12-08 07:59:00","",0,1
"12358.0","511229","2010-06-07 12:28:00",268.1,"2009-12-08 07:59:00","2009-12-08 07:59:00",181,2
"12358.0","535879","2010-11-29 10:56:00",821.08,"2009-12-08 07:59:00","2010-06-07 12:28:00",175,3
"12358.0","559707","2011-07-12 10:04:00",404.86,"2009-12-08 07:59:00","2010-11-29 10:56:00",225,4
"12358.0","581232","2011-12-08 10:26:00",523.2,"2009-12-08 07:59:00","2011-07-12 10:04:00",149,5
"12359.0","490382","2009-12-05 13:32:00",760.69,"2009-12-05 13:32:00","",0,1
"12359.0","492397","2009-12-16 15:24:00",78.2,"2009-12-05 13:32:00","2009-12-05 13:32:00",11,2
"12359.0","500379","2010-03-08 10:15:00",337.74,"2009-12-05 13:32:00","2009-12-16 15:24:00",82,3
"12359.0","502098","2010-03-23 08:55:00",345.6,"2009-12-05 13:32:00","2010-03-08 10:15:00",15,4
"12359.0","513123","2010-06-22 10:24:00",489.8,"2009-12-05 13:32:00","2010-03-23 08:55:00",91,5
"12359.0","526174","2010-10-10 11:16:00",551.33,"2009-12-05 13:32:00","2010-06-22 10:24:00",110,6
"12359.0","540946","2011-01-12 12:43:00",547.5,"2009-12-05 13:32:00","2010-10-10 11:16:00",94,7
"12359.0","543370","2011-02-07 14:51:00",1838.91,"2009-12-05 13:32:00","2011-01-12 12:43:00",26,8
"12359.0","555477","2011-06-03 12:26:00",1109.32,"2009-12-05 13:32:00","2011-02-07 14:51:00",116,9
"12359.0","571034","2011-10-13 12:47:00",2876.85,"2009-12-05 13:32:00","2011-06-03 12:26:00",132,10
"12360.0","498613","2010-02-22 09:32:00",118.0,"2010-02-22 09:32:00","",0,1
"12360.0","509627","2010-05-25 09:55:00",502.04,"2010-02-22 09:32:00","2010-02-22 09:32:00",92,2
"12360.0","532443","2010-11-12 11:31:00",690.79,"2010-02-22 09:32:00","2010-05-25 09:55:00",171,3
"12360.0","554132","2011-05-23 09:43:00",923.58,"2010-02-22 09:32:00","2010-11-12 11:31:00",192,4
"12360.0","563749","2011-08-19 10:10:00",454.7,"2010-02-22 09:32:00","2011-05-23 09:43:00",88,5
"12360.0","571705","2011-10-18 15:22:00",923.78,"2010-02-22 09:32:00","2011-08-19 10:10:00",60,6
"12361.0","495719","2010-01-26 14:37:00",94.2,"2010-01-26 14:37:00","",0,1
"12361.0","507426","2010-05-09 15:33:00",83.15,"2010-01-26 14:37:00","2010-01-26 14:37:00",103,2
"12361.0","521354","2010-09-03 15:19:00",99.0,"2010-01-26 14:37:00","2010-05-09 15:33:00",117,3
"12361.0","545017","2011-02-25 13:51:00",174.9,"2010-01-26 14:37:00","2010-09-03 15:19:00",175,4
"12362.0","544203","2011-02-17 10:30:00",434.1,"2011-02-17 10:30:00","",0,1
"12362.0","551346","2011-04-28 09:12:00",450.24,"2011-02-17 10:30:00","2011-02-17 10:30:00",70,2
"12362.0","559295","2011-07-07 12:32:00",273.76,"2011-02-17 10:30:00","2011-04-28 09:12:00",70,3
"12362.0","563037","2011-08-11 15:02:00",424.25,"2011-02-17 10:30:00","2011-07-07 12:32:00",35,4
"12362.0","568651","2011-09-28 12:04:00",769.99,"2011-02-17 10:30:00","2011-08-11 15:02:00",48,5
"12362.0","570667","2011-10-11 14:33:00",325.8,"2011-02-17 10:30:00","2011-09-28 12:04:00",13,6
"12362.0","572887","2011-10-26 13:47:00",726.95,"2011-02-17 10:30:00","2011-10-11 14:33:00",15,7
"12362.0","573173","2011-10-28 10:10:00",439.16,"2011-02-17 10:30:00","2011-10-26 13:47:00",2,8
"12362.0","574329","2011-11-04 09:07:00",417.94,"2011-02-17 10:30:00","2011-10-28 10:10:00",7,9
"12362.0","580979","2011-12-06 15:40:00",475.04,"2011-02-17 10:30:00","2011-11-04 09:07:00",32,10
"12363.0","549687","2011-04-11 13:29:00",299.1,"2011-04-11 13:29:00","",0,1
"12363.0","563947","2011-08-22 10:18:00",252.9,"2011-04-11 13:29:00","2011-04-11 13:29:00",133,2
"12364.0","563854","2011-08-19 15:24:00",578.92,"2011-08-19 15:24:00","",0,1
"12364.0","567897","2011-09-22 16:07:00",64.8,"2011-08-19 15:24:00","2011-08-19 15:24:00",34,2
"12364.0","573401","2011-10-30 15:43:00",269.06,"2011-08-19 15:24:00","2011-09-22 16:07:00",38,3
"12364.0","580152","2011-12-02 10:22:00",295.32,"2011-08-19 15:24:00","2011-10-30 15:43:00",33,4
"12365.0","544574","2011-02-21 13:51:00",320.69,"2011-02-21 13:51:00","",0,1
"12366.0","501333","2010-03-16 10:28:00",500.24,"2010-03-16 10:28:00","",0,1
"12367.0","580716","2011-12-05 16:48:00",150.9,"2011-12-05 16:48:00","",0,1
"12368.0","501904","2010-03-21 15:56:00",917.7,"2010-03-21 15:56:00","",0,1
"12369.0","500367","2010-03-08 08:09:00",308.32,"2010-03-08 08:09:00","",0,1
"12369.0","522773","2010-09-16 14:34:00",1059.48,"2010-03-08 08:09:00","2010-03-08 08:09:00",192,2
"12369.0","528576","2010-10-22 13:13:00",143.35,"2010-03-08 08:09:00","2010-09-16 14:34:00",36,3
"12370.0","497363","2010-02-09 09:41:00",402.96,"2010-02-09 09:41:00","",0,1
"12370.0","502493","2010-03-25 10:28:00",101.06,"2010-02-09 09:41:00","2010-02-09 09:41:00",44,2
"12370.0","502568","2010-03-25 12:10:00",30.6,"2010-02-09 09:41:00","2010-03-25 10:28:00",0,3
"12370.0","538826","2010-12-14 12:58:00",1590.82,"2010-02-09 09:41:00","2010-03-25 12:10:00",264,4
"12370.0","539330","2010-12-17 09:38:00",157.2,"2010-02-09 09:41:00","2010-12-14 12:58:00",3,5
"12370.0","546236","2011-03-10 12:48:00",938.39,"2010-02-09 09:41:00","2010-12-17 09:38:00",83,6
"12370.0","571905","2011-10-19 14:51:00",739.28,"2010-02-09 09:41:00","2011-03-10 12:48:00",223,7
"12371.0","500157","2010-03-04 18:23:00",240.88,"2010-03-04 18:23:00","",0,1
"12371.0","500158","2010-03-04 18:25:00",246.8,"2010-03-04 18:23:00","2010-03-04 18:23:00",0,2
"12371.0","529091","2010-10-26 13:37:00",1331.74,"2010-03-04 18:23:00","2010-03-04 18:25:00",236,3
"12371.0","570521","2011-10-11 10:43:00",1527.96,"2010-03-04 18:23:00","2010-10-26 13:37:00",350,4
"12372.0","544157","2011-02-16 12:46:00",363.22,"2011-02-16 12:46:00","",0,1
"12372.0","552731","2011-05-11 10:43:00",479.7,"2011-02-16 12:46:00","2011-02-16 12:46:00",84,2
"12372.0","568872","2011-09-29 12:12:00",353.12,"2011-02-16 12:46:00","2011-05-11 10:43:00",141,3
"12373.0","496864","2010-02-04 12:08:00",357.9,"2010-02-04 12:08:00","",0,1
"12373.0","502607","2010-03-25 13:49:00",245.15,"2010-02-04 12:08:00","2010-02-04 12:08:00",49,2
"12373.0","542887","2011-02-01 13:10:00",324.6,"2010-02-04 12:08:00","2010-03-25 13:49:00",313,3
"12374.0","506579","2010-04-30 14:01:00",1388.54,"2010-04-30 14:01:00","",0,1
"12374.0","526941","2010-10-14 10:16:00",657.75,"2010-04-30 14:01:00","2010-04-30 14:01:00",167,2
"12374.0","576345","2011-11-14 15:37:00",622.93,"2010-04-30 14:01:00","2010-10-14 10:16:00",396,3
"12375.0","565333","2011-09-02 14:23:00",190.3,"2011-09-02 14:23:00","",0,1
"12375.0","579281","2011-11-29 10:36:00",187.2,"2011-09-02 14:23:00","2011-09-02 14:23:00",88,2
"12376.0","527439","2010-10-18 08:42:00",352.55,"2010-10-18 08:42:00","",0,1
"12376.0","532952","2010-11-15 12:15:00",30.6,"2010-10-18 08:42:00","2010-10-18 08:42:00",28,2
"12377.0","506435","2010-04-29 15:34:00",1210.96,"2010-04-29 15:34:00","",0,1
"12377.0","534738","2010-11-23 19:24:00",507.24,"2010-04-29 15:34:00","2010-04-29 15:34:00",208,2
"12377.0","539488","2010-12-20 09:37:00",1001.52,"2010-04-29 15:34:00","2010-11-23 19:24:00",27,3
"12377.0","542586","2011-01-28 15:45:00",546.6,"2010-04-29 15:34:00","2010-12-20 09:37:00",39,4
"12378.0","509980","2010-05-26 14:07:00",1407.7,"2010-05-26 14:07:00","",0,1
"12378.0","562046","2011-08-02 10:34:00",4008.62,"2010-05-26 14:07:00","2010-05-26 14:07:00",433,2
"12379.0","513275","2010-06-23 12:49:00",322.48,"2010-06-23 12:49:00","",0,1
"12379.0","526893","2010-10-13 14:46:00",370.5,"2010-06-23 12:49:00","2010-06-23 12:49:00",112,2
"12379.0","557789","2011-06-22 16:32:00",414.84,"2010-06-23 12:49:00","2010-10-13 14:46:00",252,3
"12379.0","567196","2011-09-19 10:09:00",362.4,"2010-06-23 12:49:00","2011-06-22 16:32:00",89,4
"12380.0","497947","2010-02-15 12:05:00",1508.65,"2010-02-15 12:05:00","",0,1
"12380.0","513964","2010-06-29 15:17:00",1585.95,"2010-02-15 12:05:00","2010-02-15 12:05:00",134,2
"12380.0","513965","2010-06-29 15:28:00",626.4,"2010-02-15 12:05:00","2010-06-29 15:17:00",0,3
"12380.0","520872","2010-08-31 14:54:00",1061.84,"2010-02-15 12:05:00","2010-06-29 15:28:00",63,4
"12380.0","555739","2011-06-07 09:49:00",562.55,"2010-02-15 12:05:00","2010-08-31 14:54:00",280,5
"12380.0","567928","2011-09-22 17:31:00",572.01,"2010-02-15 12:05:00","2011-06-07 09:49:00",107,6
"12380.0","571187","2011-10-14 11:39:00",396.86,"2010-02-15 12:05:00","2011-09-22 17:31:00",22,7
"12380.0","577180","2011-11-18 11:27:00",896.39,"2010-02-15 12:05:00","2011-10-14 11:39:00",35,8
"12381.0","563100","2011-08-12 09:57:00",1028.74,"2011-08-12 09:57:00","",0,1
"12381.0","574694","2011-11-06 13:36:00",339.06,"2011-08-12 09:57:00","2011-08-12 09:57:00",86,2
"12381.0","580638","2011-12-05 12:44:00",107.01,"2011-08-12 09:57:00","2011-11-06 13:36:00",29,3
"12383.0","539840","2010-12-22 14:28:00",555.72,"2010-12-22 14:28:00","",0,1
"12383.0","540971","2011-01-12 14:10:00",591.16,"2010-12-22 14:28:00","2010-12-22 14:28:00",21,2
"12383.0","546434","2011-03-14 08:41:00",285.07,"2010-12-22 14:28:00","2011-01-12 14:10:00",61,3
"12383.0","550284","2011-04-15 14:10:00",127.16,"2010-12-22 14:28:00","2011-03-14 08:41:00",32,4
"12383.0","555928","2011-06-08 08:02:00",69.45,"2010-12-22 14:28:00","2011-04-15 14:10:00",54,5
"12384.0","562882","2011-08-10 11:23:00",212.69,"2011-08-10 11:23:00","",0,1
"12384.0","575734","2011-11-11 08:39:00",212.58,"2011-08-10 11:23:00","2011-08-10 11:23:00",93,2
"12385.0","535321","2010-11-25 15:14:00",1668.4,"2010-11-25 15:14:00","",0,1
"12386.0","537676","2010-12-08 09:53:00",517.8,"2010-12-08 09:53:00","",0,1
"12386.0","540280","2011-01-06 12:37:00",143.0,"2010-12-08 09:53:00","2010-12-08 09:53:00",29,2
"12387.0","528152","2010-10-20 16:27:00",143.94,"2010-10-20 16:27:00","",0,1
"12388.0","507148","2010-05-06 12:54:00",461.62,"2010-05-06 12:54:00","",0,1
"12388.0","523115","2010-09-20 12:41:00",658.83,"2010-05-06 12:54:00","2010-05-06 12:54:00",137,2
"12388.0","541271","2011-01-17 11:12:00",431.3,"2010-05-06 12:54:00","2010-09-20 12:41:00",119,3
"12388.0","543357","2011-02-07 13:59:00",124.05,"2010-05-06 12:54:00","2011-01-17 11:12:00",21,4
"12388.0","546135","2011-03-09 15:47:00",210.9,"2010-05-06 12:54:00","2011-02-07 13:59:00",30,5
"12388.0","560033","2011-07-14 13:28:00",902.09,"2010-05-06 12:54:00","2011-03-09 15:47:00",127,6
"12388.0","568145","2011-09-25 11:30:00",825.92,"2010-05-06 12:54:00","2011-07-14 13:28:00",73,7
"12388.0","578459","2011-11-24 12:30:00",286.4,"2010-05-06 12:54:00","2011-09-25 11:30:00",60,8
"12389.0","498617","2010-02-22 10:15:00",164.85,"2010-02-22 10:15:00","",0,1
"12389.0","509378","2010-05-21 15:12:00",398.18,"2010-02-22 10:15:00","2010-02-22 10:15:00",88,2
"12389.0","530272","2010-11-02 11:52:00",870.3,"2010-02-22 10:15:00","2010-05-21 15:12:00",165,3
"12390.0","567530","2011-09-21 09:33:00",504.84,"2011-09-21 09:33:00","",0,1
"12391.0","497932","2010-02-15 10:12:00",712.39,"2010-02-15 10:12:00","",0,1
"12391.0","498616","2010-02-22 10:13:00",38.1,"2010-02-15 10:12:00","2010-02-15 10:12:00",7,2
"12391.0","505236","2010-04-21 10:58:00",1000.5,"2010-02-15 10:12:00","2010-02-22 10:13:00",58,3
"12391.0","505237","2010-04-21 10:59:00",151.2,"2010-02-15 10:12:00","2010-04-21 10:58:00",0,4
"12391.0","520972","2010-09-01 12:38:00",410.34,"2010-02-15 10:12:00","2010-04-21 10:59:00",133,5
"12391.0","577228","2011-11-18 12:07:00",460.89,"2010-02-15 10:12:00","2010-09-01 12:38:00",443,6
"12392.0","506115","2010-04-27 14:04:00",234.75,"2010-04-27 14:04:00","",0,1
"12393.0","525872","2010-10-07 13:49:00",303.8,"2010-10-07 13:49:00","",0,1
"12393.0","534450","2010-11-22 16:10:00",513.05,"2010-10-07 13:49:00","2010-10-07 13:49:00",46,2
"12393.0","540700","2011-01-11 09:47:00",462.5,"2010-10-07 13:49:00","2010-11-22 16:10:00",50,3
"12393.0","541149","2011-01-14 11:36:00",177.0,"2010-10-07 13:49:00","2011-01-11 09:47:00",3,4
"12393.0","549313","2011-04-08 09:45:00",421.6,"2010-10-07 13:49:00","2011-01-14 11:36:00",84,5
"12393.0","568708","2011-09-28 15:41:00",521.5,"2010-10-07 13:49:00","2011-04-08 09:45:00",173,6
"12394.0","552188","2011-05-06 14:01:00",351.08,"2011-05-06 14:01:00","",0,1
"12394.0","569997","2011-10-07 08:08:00",729.4,"2011-05-06 14:01:00","2011-05-06 14:01:00",154,2
"12395.0","504714","2010-04-16 10:16:00",1035.44,"2010-04-16 10:16:00","",0,1
"12395.0","517823","2010-08-02 12:37:00",233.38,"2010-04-16 10:16:00","2010-04-16 10:16:00",108,2
"12395.0","529690","2010-10-29 12:44:00",289.72,"2010-04-16 10:16:00","2010-08-02 12:37:00",88,3
"12395.0","537026","2010-12-03 16:35:00",620.2,"2010-04-16 10:16:00","2010-10-29 12:44:00",35,4
"12395.0","539447","2010-12-17 16:00:00",279.82,"2010-04-16 10:16:00","2010-12-03 16:35:00",14,5
"12395.0","543733","2011-02-11 12:16:00",216.51,"2010-04-16 10:16:00","2010-12-17 16:00:00",56,6
"12395.0","547517","2011-03-23 14:33:00",281.5,"2010-04-16 10:16:00","2011-02-11 12:16:00",40,7
"12395.0","551985","2011-05-05 14:38:00",134.97,"2010-04-16 10:16:00","2011-03-23 14:33:00",43,8
"12395.0","552884","2011-05-12 10:15:00",166.82,"2010-04-16 10:16:00","2011-05-05 14:38:00",7,9
"12395.0","558623","2011-06-30 16:52:00",148.9,"2010-04-16 10:16:00","2011-05-12 10:15:00",49,10
"12395.0","563852","2011-08-19 15:18:00",135.95,"2010-04-16 10:16:00","2011-06-30 16:52:00",50,11
"12395.0","569496","2011-10-04 13:45:00",316.68,"2010-04-16 10:16:00","2011-08-19 15:18:00",46,12
"12395.0","575151","2011-11-08 16:12:00",248.08,"2010-04-16 10:16:00","2011-10-04 13:45:00",35,13
"12395.0","575154","2011-11-08 16:15:00",207.47,"2010-04-16 10:16:00","2011-11-08 16:12:00",0,14
"12395.0","577551","2011-11-20 15:21:00",235.83,"2010-04-16 10:16:00","2011-11-08 16:15:00",12,15
"12396.0","496703","2010-02-03 13:22:00",931.43,"2010-02-03 13:22:00","",0,1
"12397.0","561507","2011-07-27 14:21:00",1109.81,"2011-07-27 14:21:00","",0,1
"12397.0","574336","2011-11-04 09:52:00",1105.09,"2011-07-27 14:21:00","2011-07-27 14:21:00",100,2
"12398.0","572567","2011-10-25 10:27:00",1435.66,"2011-10-25 10:27:00","",0,1
"12399.0","500163","2010-03-05 08:45:00",190.98,"2010-03-05 08:45:00","",0,1
"12399.0","515020","2010-07-08 09:13:00",318.47,"2010-03-05 08:45:00","2010-03-05 08:45:00",125,2
"12399.0","533815","2010-11-19 08:53:00",299.2,"2010-03-05 08:45:00","2010-07-08 09:13:00",134,3
"12399.0","547412","2011-03-23 09:42:00",273.05,"2010-03-05 08:45:00","2010-11-19 08:53:00",124,4
"12399.0","552543","2011-05-10 10:22:00",450.9,"2010-03-05 08:45:00","2011-03-23 09:42:00",48,5
"12399.0","556203","2011-06-09 13:09:00",115.08,"2010-03-05 08:45:00","2011-05-10 10:22:00",30,6
"12399.0","563172","2011-08-12 13:15:00",194.62,"2010-03-05 08:45:00","2011-06-09 13:09:00",64,7
"12400.0","528335","2010-10-21 13:45:00",205.25,"2010-10-21 13:45:00","",0,1
"12401.0","543537","2011-02-09 13:50:00",69.3,"2011-02-09 13:50:00","",0,1
"12402.0","497210","2010-02-07 12:41:00",176.7,"2010-02-07 12:41:00","",0,1
"12402.0","504860","2010-04-18 12:04:00",298.65,"2010-02-07 12:41:00","2010-02-07 12:41:00",70,2
"12402.0","514814","2010-07-06 12:15:00",189.9,"2010-02-07 12:41:00","2010-04-18 12:04:00",79,3
"12402.0","522597","2010-09-15 13:24:00",135.4,"2010-02-07 12:41:00","2010-07-06 12:15:00",71,4
"12402.0","532423","2010-11-12 09:50:00",140.65,"2010-02-07 12:41:00","2010-09-15 13:24:00",58,5
"12402.0","541675","2011-01-20 13:49:00",195.6,"2010-02-07 12:41:00","2010-11-12 09:50:00",69,6
"12403.0","514808","2010-07-06 11:39:00",555.66,"2010-07-06 11:39:00","",0,1
"12403.0","572184","2011-10-21 10:51:00",391.7,"2010-07-06 11:39:00","2010-07-06 11:39:00",472,2
"12405.0","559928","2011-07-14 08:52:00",1390.39,"2011-07-14 08:52:00","",0,1
"12406.0","494143","2010-01-11 14:04:00",881.2,"2010-01-11 14:04:00","",0,1
"12406.0","505547","2010-04-22 18:41:00",748.0,"2010-01-11 14:04:00","2010-01-11 14:04:00",101,2
"12406.0","531010","2010-11-05 11:42:00",1345.86,"2010-01-11 14:04:00","2010-04-22 18:41:00",197,3
"12406.0","556127","2011-06-09 10:23:00",1621.25,"2010-01-11 14:04:00","2010-11-05 11:42:00",216,4
"12406.0","577126","2011-11-17 19:22:00",1794.05,"2010-01-11 14:04:00","2011-06-09 10:23:00",161,5
"12407.0","547061","2011-03-20 13:21:00",211.3,"2011-03-20 13:21:00","",0,1
"12407.0","550440","2011-04-18 12:25:00",239.66,"2011-03-20 13:21:00","2011-03-20 13:21:00",29,2
"12407.0","559058","2011-07-06 09:49:00",629.06,"2011-03-20 13:21:00","2011-04-18 12:25:00",79,3
"12407.0","561662","2011-07-28 16:28:00",162.34,"2011-03-20 13:21:00","2011-07-06 09:49:00",22,4
"12407.0","572133","2011-10-21 10:11:00",264.76,"2011-03-20 13:21:00","2011-07-28 16:28:00",85,5
"12408.0","517512","2010-07-29 13:27:00",179.1,"2010-07-29 13:27:00","",0,1
"12408.0","522592","2010-09-15 13:16:00",285.06,"2010-07-29 13:27:00","2010-07-29 13:27:00",48,2
"12408.0","533972","2010-11-19 13:21:00",823.06,"2010-07-29 13:27:00","2010-09-15 13:16:00",65,3
"12408.0","547684","2011-03-24 14:46:00",687.89,"2010-07-29 13:27:00","2010-11-19 13:21:00",125,4
"12408.0","547685","2011-03-24 14:47:00",74.7,"2010-07-29 13:27:00","2011-03-24 14:46:00",0,5
"12408.0","557147","2011-06-17 10:51:00",594.18,"2010-07-29 13:27:00","2011-03-24 14:47:00",85,6
"12408.0","565246","2011-09-02 10:27:00",582.28,"2010-07-29 13:27:00","2011-06-17 10:51:00",77,7
"12408.0","574862","2011-11-07 12:27:00",679.5,"2010-07-29 13:27:00","2011-09-02 10:27:00",66,8
"12409.0","509437","2010-05-23 15:21:00",6802.48,"2010-05-23 15:21:00","",0,1
"12409.0","511479","2010-06-08 13:40:00",211.2,"2010-05-23 15:21:00","2010-05-23 15:21:00",16,2
"12409.0","514490","2010-07-02 15:10:00",101.88,"2010-05-23 15:21:00","2010-06-08 13:40:00",24,3
"12409.0","527145","2010-10-15 10:24:00",5231.06,"2010-05-23 15:21:00","2010-07-02 15:10:00",105,4
"12409.0","556415","2011-06-10 12:19:00",6207.08,"2010-05-23 15:21:00","2010-10-15 10:24:00",238,5
"12409.0","567642","2011-09-21 14:15:00",4.95,"2010-05-23 15:21:00","2011-06-10 12:19:00",103,6
"12409.0","567721","2011-09-22 10:38:00",4860.64,"2010-05-23 15:21:00","2011-09-21 14:15:00",1,7
"12410.0","516935","2010-07-25 13:26:00",240.38,"2010-07-25 13:26:00","",0,1
"12410.0","543180","2011-02-04 10:38:00",465.33,"2010-07-25 13:26:00","2010-07-25 13:26:00",194,2
"12410.0","543181","2011-02-04 10:39:00",68.0,"2010-07-25 13:26:00","2011-02-04 10:38:00",0,3
"12411.0","528959","2010-10-26 09:25:00",346.9,"2010-10-26 09:25:00","",0,1
"12412.0","512902","2010-06-18 13:22:00",634.88,"2010-06-18 13:22:00","",0,1
"12412.0","518508","2010-08-09 14:26:00",451.91,"2010-06-18 13:22:00","2010-06-18 13:22:00",52,2
"12412.0","530383","2010-11-02 17:02:00",175.26,"2010-06-18 13:22:00","2010-08-09 14:26:00",85,3
"12412.0","557889","2011-06-23 13:51:00",478.5,"2010-06-18 13:22:00","2010-11-02 17:02:00",233,4
"12412.0","561102","2011-07-25 11:17:00",358.24,"2010-06-18 13:22:00","2011-06-23 13:51:00",32,5
"12412.0","568223","2011-09-26 10:16:00",306.14,"2010-06-18 13:22:00","2011-07-25 11:17:00",63,6
"12413.0","530310","2010-11-02 13:26:00",185.35,"2010-11-02 13:26:00","",0,1
