"CustomerID","InvoiceNo","OrderDate","OrderTotal"
"15662.0","489585","2009-12-01 13:49:00",105.85
"15380.0","489586","2009-12-01 13:50:00",263.42
"13110.0","489590","2009-12-01 14:14:00",362.78
"12836.0","489593","2009-12-01 14:19:00",423.87
"15005.0","489594","2009-12-01 14:19:00",322.33
"16620.0","489598","2009-12-01 14:35:00",822.37
"12758.0","489599","2009-12-01 14:40:00",2454.68
"17961.0","489606","2009-12-01 14:48:00",2.1
"15601.0","489611","2009-12-01 14:53:00",2.95
"13585.0","489613","2009-12-01 14:56:00",12.75
"13442.0","489617","2009-12-01 14:59:00",198.0
"13381.0","489634","2009-12-01 15:19:00",17.4
"16763.0","489635","2009-12-01 15:26:00",352.85
"17243.0","489637","2009-12-01 15:36:00",535.9
"14865.0","489639","2009-12-01 16:05:00",31.2
"17345.0","489640","2009-12-01 16:17:00",329.91
"13819.0","489641","2009-12-01 16:18:00",622.1
"15808.0","489644","2009-12-01 16:30:00",896.54
"17191.0","489645","2009-12-01 16:34:00",261.74
"13748.0","489650","2009-12-01 16:44:00",173.1
"15265.0","489652","2009-12-01 17:08:00",294.14
"15750.0","489654","2009-12-01 17:19:00",222.12
"17428.0","489656","2009-12-01 17:28:00",1237.3
"17428.0","489657","2009-12-01 17:28:00",55.2
"15485.0","489658","2009-12-01 17:31:00",828.09
"17246.0","489661","2009-12-01 17:45:00",23.48
"15485.0","489662","2009-12-01 17:50:00",73.75
"14061.0","489664","2009-12-01 18:03:00",374.43
"14108.0","489665","2009-12-01 18:07:00",252.3
"13648.0","489666","2009-12-01 18:13:00",263.09
"16563.0","489667","2009-12-01 18:35:00",538.46
"16701.0","489668","2009-12-01 19:19:00",378.12
"12842.0","489669","2009-12-02 08:15:00",397.2
"14302.0","489670","2009-12-02 08:16:00",114.6
"14135.0","489671","2009-12-02 08:58:00",740.3
"14831.0","489672","2009-12-02 09:21:00",772.65
"14831.0","489673","2009-12-02 09:23:00",61.1
"15602.0","489674","2009-12-02 09:35:00",261.3
"13777.0","489675","2009-12-02 09:47:00",4939.22
"13777.0","489676","2009-12-02 09:49:00",1210.8
"14000.0","489677","2009-12-02 09:50:00",192.0
"16823.0","489678","2009-12-02 09:57:00",189.3
"16163.0","489679","2009-12-02 10:00:00",795.98
"17998.0","489681","2009-12-02 10:02:00",89.59
"17193.0","489680","2009-12-02 10:02:00",45.0
"15759.0","489682","2009-12-02 10:08:00",125.73
"16131.0","489683","2009-12-02 10:09:00",1317.97
"14560.0","489684","2009-12-02 10:15:00",266.6
"17087.0","489687","2009-12-02 10:41:00",221.53
"14894.0","489688","2009-12-02 10:42:00",299.7
"16202.0","489695","2009-12-02 10:48:00",306.95
"16700.0","489699","2009-12-02 10:51:00",401.7
"16700.0","489705","2009-12-02 10:52:00",17.0
"17511.0","489702","2009-12-02 10:52:00",3108.64
"14299.0","489723","2009-12-02 10:58:00",2052.12
"17949.0","489726","2009-12-02 11:07:00",750.0
"17949.0","489725","2009-12-02 11:07:00",216.0
"17949.0","489727","2009-12-02 11:09:00",900.0
"14799.0","489728","2009-12-02 11:18:00",180.45
"15311.0","489733","2009-12-02 11:20:00",168.0
"16550.0","489743","2009-12-02 11:24:00",538.77
"12980.0","489748","2009-12-02 11:26:00",754.2
"14425.0","489764","2009-12-02 11:31:00",223.1
"15353.0","489765","2009-12-02 11:33:00",285.59
"17818.0","489766","2009-12-02 11:34:00",130.18
"13654.0","489780","2009-12-02 11:43:00",159.98
"17189.0","489782","2009-12-02 11:45:00",230.46
"13269.0","489783","2009-12-02 11:47:00",162.04
"13269.0","489784","2009-12-02 11:48:00",40.8
"14653.0","489785","2009-12-02 11:51:00",333.67
"17019.0","489786","2009-12-02 11:52:00",216.86
"15542.0","489787","2009-12-02 11:53:00",319.54
"13564.0","489788","2009-12-02 11:55:00",119.16
"16467.0","489790","2009-12-02 11:59:00",131.12
"15833.0","489789","2009-12-02 11:59:00",80.4
"15542.0","489791","2009-12-02 12:06:00",221.19
"14527.0","489792","2009-12-02 12:06:00",923.79
"17476.0","489793","2009-12-02 12:09:00",260.36
"15287.0","489794","2009-12-02 12:13:00",58.2
"14440.0","489795","2009-12-02 12:13:00",935.01
"15680.0","489796","2009-12-02 12:15:00",311.5
"15581.0","489797","2009-12-02 12:19:00",200.63
"13740.0","489798","2009-12-02 12:22:00",311.69
"17768.0","489800","2009-12-02 12:26:00",408.07
"12948.0","489801","2009-12-02 12:28:00",128.48
"15581.0","489802","2009-12-02 12:32:00",174.52
"14667.0","489804","2009-12-02 12:38:00",251.17
"17377.0","489805","2009-12-02 12:39:00",454.35
"15581.0","489807","2009-12-02 12:43:00",180.13
"14467.0","489808","2009-12-02 12:44:00",109.84
"13457.0","489809","2009-12-02 12:46:00",112.5
"18108.0","489810","2009-12-02 12:47:00",493.25
"16210.0","489811","2009-12-02 12:54:00",634.29
"17377.0","489812","2009-12-02 13:00:00",597.69
"14669.0","489814","2009-12-02 13:06:00",824.18
"17909.0","489815","2009-12-02 13:10:00",132.55
"16086.0","489816","2009-12-02 13:20:00",284.55
"16711.0","489817","2009-12-02 13:22:00",340.2
"14739.0","489819","2009-12-02 13:23:00",618.43
"16233.0","489818","2009-12-02 13:23:00",294.3
"14204.0","489822","2009-12-02 13:26:00",371.27
"17606.0","489823","2009-12-02 13:32:00",87.3
"16797.0","489824","2009-12-02 13:33:00",176.88
"16126.0","489825","2009-12-02 13:34:00",174.1
"17867.0","489826","2009-12-02 13:39:00",85.95
"17412.0","489827","2009-12-02 13:51:00",445.7
"16525.0","489829","2009-12-02 13:53:00",472.47
"13623.0","489830","2009-12-02 13:57:00",637.04
"12435.0","489831","2009-12-02 13:58:00",1008.0
"14549.0","489832","2009-12-02 14:06:00",316.22
"14106.0","489834","2009-12-02 14:09:00",214.8
"14980.0","489833","2009-12-02 14:09:00",150.68
"15061.0","489835","2009-12-02 14:15:00",714.0
"14396.0","489837","2009-12-02 14:21:00",514.97
"14122.0","489840","2009-12-02 14:22:00",89.7
"16987.0","489855","2009-12-02 14:34:00",157.91
"17809.0","489862","2009-12-02 14:52:00",734.7
"15917.0","489863","2009-12-02 14:55:00",66.82
"14987.0","489864","2009-12-02 14:56:00",206.85
"14080.0","489865","2009-12-02 15:01:00",234.87
"16200.0","489866","2009-12-02 15:04:00",1003.83
"15794.0","489868","2009-12-02 15:10:00",675.0
"16200.0","489869","2009-12-02 15:15:00",39.98
"15523.0","489870","2009-12-02 15:16:00",162.1
"15523.0","489871","2009-12-02 15:17:00",735.7
"15615.0","489872","2009-12-02 15:28:00",632.9
"15615.0","489873","2009-12-02 15:29:00",10.2
"18001.0","489874","2009-12-02 15:38:00",176.6
"17841.0","489875","2009-12-02 15:41:00",530.76
"13089.0","489877","2009-12-02 15:44:00",368.1
"15917.0","489876","2009-12-02 15:44:00",39.85
"15989.0","489878","2009-12-02 15:51:00",143.11
"17660.0","489879","2009-12-02 16:02:00",163.47
"13313.0","489880","2009-12-02 16:18:00",380.28
"12437.0","489883","2009-12-02 16:24:00",524.28
"13313.0","489884","2009-12-02 16:24:00",3.61
"14841.0","489888","2009-12-02 16:49:00",597.4
"14646.0","489889","2009-12-02 16:52:00",4734.24
"14646.0","489890","2009-12-02 16:53:00",976.8
"15482.0","489891","2009-12-02 16:59:00",181.08
"16156.0","489893","2009-12-02 17:06:00",300.1
"17716.0","489894","2009-12-02 17:18:00",520.2
"12779.0","489895","2009-12-03 07:25:00",371.82
"13611.0","489896","2009-12-03 07:57:00",337.93
"15255.0","489897","2009-12-03 09:10:00",260.44
"14771.0","489900","2009-12-03 09:44:00",287.37
"14838.0","489902","2009-12-03 09:52:00",119.1
"13979.0","489904","2009-12-03 10:02:00",203.78
"13800.0","489905","2009-12-03 10:03:00",478.7
"14483.0","489906","2009-12-03 10:16:00",120.0
"14915.0","489907","2009-12-03 10:17:00",202.06
"13753.0","489909","2009-12-03 10:20:00",642.2
"16301.0","489908","2009-12-03 10:20:00",107.33
"15482.0","489910","2009-12-03 10:23:00",144.0
"13931.0","489912","2009-12-03 10:26:00",1146.1
"13931.0","489913","2009-12-03 10:28:00",69.6
"12921.0","489914","2009-12-03 10:28:00",993.0
"17035.0","489915","2009-12-03 10:37:00",54.6
"15194.0","489916","2009-12-03 10:37:00",336.0
"14347.0","489932","2009-12-03 10:49:00",82.6
"12934.0","489935","2009-12-03 10:51:00",181.65
"15291.0","489994","2009-12-03 11:09:00",430.9
"17209.0","489996","2009-12-03 11:10:00",320.4
"15658.0","489998","2009-12-03 11:19:00",321.65
"17314.0","489999","2009-12-03 11:25:00",154.2
"17155.0","490000","2009-12-03 11:34:00",143.06
"15965.0","490001","2009-12-03 11:45:00",169.5
"17322.0","490002","2009-12-03 11:46:00",114.55
"16159.0","490003","2009-12-03 11:51:00",317.55
"14051.0","490004","2009-12-03 11:53:00",912.56
"13993.0","490005","2009-12-03 11:57:00",556.75
"17411.0","490006","2009-12-03 12:02:00",344.4
"15768.0","490008","2009-12-03 12:10:00",503.93
"12835.0","490009","2009-12-03 12:13:00",285.09
"15061.0","490010","2009-12-03 12:15:00",1008.0
"15179.0","490012","2009-12-03 12:27:00",763.35
"17069.0","490013","2009-12-03 12:27:00",500.55
"16918.0","490011","2009-12-03 12:27:00",221.69
"15466.0","490014","2009-12-03 12:28:00",744.21
"14159.0","490017","2009-12-03 12:31:00",393.65
"17940.0","490018","2009-12-03 12:31:00",4380.0
"17581.0","490019","2009-12-03 12:34:00",308.6
"17581.0","490021","2009-12-03 12:36:00",10.2
"17581.0","490020","2009-12-03 12:36:00",37.8
"17581.0","490022","2009-12-03 12:37:00",45.6
"16168.0","490023","2009-12-03 12:38:00",189.15
"14606.0","490024","2009-12-03 12:40:00",215.0
"17287.0","490034","2009-12-03 12:45:00",69.82
"17287.0","490045","2009-12-03 12:50:00",180.39
"17913.0","490047","2009-12-03 13:02:00",263.85
"13416.0","490046","2009-12-03 13:02:00",228.3
"16779.0","490048","2009-12-03 13:03:00",1146.71
"15794.0","490049","2009-12-03 13:04:00",102.0
"17913.0","490050","2009-12-03 13:05:00",13.5
"13895.0","490052","2009-12-03 13:09:00",831.0
"14057.0","490053","2009-12-03 13:17:00",119.54
"17017.0","490054","2009-12-03 13:22:00",277.5
"13208.0","490056","2009-12-03 13:25:00",61.12
"17465.0","490057","2009-12-03 13:25:00",360.52
"17465.0","490058","2009-12-03 13:26:00",47.85
"18102.0","490059","2009-12-03 13:30:00",14475.0
"13468.0","490060","2009-12-03 13:32:00",314.22
"18102.0","490061","2009-12-03 13:42:00",4000.0
"13485.0","490062","2009-12-03 13:46:00",165.3
"17271.0","490063","2009-12-03 13:49:00",210.39
"16139.0","490064","2009-12-03 13:51:00",355.59
"15061.0","490065","2009-12-03 13:58:00",1260.0
"15953.0","490066","2009-12-03 14:00:00",372.2
"15856.0","490067","2009-12-03 14:02:00",952.61
"13085.0","490068","2009-12-03 14:06:00",284.3
"13085.0","490069","2009-12-03 14:07:00",161.4
"14967.0","490070","2009-12-03 14:07:00",236.25
"16497.0","490071","2009-12-03 14:11:00",294.85
"17764.0","490072","2009-12-03 14:28:00",194.65
"14905.0","490073","2009-12-03 14:36:00",258.1
"18229.0","490075","2009-12-03 14:42:00",381.0
"17293.0","490077","2009-12-03 15:09:00",115.51
"17853.0","490078","2009-12-03 15:09:00",584.35
"15550.0","490079","2009-12-03 15:15:00",160.35
"13531.0","490080","2009-12-03 15:20:00",311.7
"13786.0","490081","2009-12-03 15:32:00",723.09
"14952.0","490082","2009-12-03 15:34:00",337.9
"14031.0","490083","2009-12-03 15:35:00",2506.14
"12937.0","490085","2009-12-03 15:43:00",170.06
"17949.0","490086","2009-12-03 15:48:00",799.2
"15601.0","490087","2009-12-03 15:49:00",898.18
"15581.0","490088","2009-12-03 15:50:00",17.0
"17949.0","490089","2009-12-03 15:52:00",466.2
"15581.0","490090","2009-12-03 15:53:00",45.55
"16612.0","490092","2009-12-03 15:54:00",510.87
"17949.0","490091","2009-12-03 15:54:00",636.0
"17949.0","490094","2009-12-03 15:56:00",851.76
"12949.0","490093","2009-12-03 15:56:00",1794.7
"14958.0","490095","2009-12-03 16:02:00",186.36
"17329.0","490097","2009-12-03 16:09:00",279.42
"16736.0","490099","2009-12-03 16:12:00",1225.98
"13001.0","490100","2009-12-03 16:21:00",869.93
"14644.0","490101","2009-12-03 16:24:00",338.5
"14898.0","490106","2009-12-03 16:40:00",314.37
"14662.0","490107","2009-12-03 16:47:00",110.7
"17414.0","490108","2009-12-03 16:49:00",239.68
"14755.0","490109","2009-12-03 16:51:00",415.0
"14755.0","490110","2009-12-03 16:52:00",30.15
"17576.0","490111","2009-12-03 16:54:00",321.21
"13037.0","490112","2009-12-03 17:04:00",313.19
"14710.0","490113","2009-12-03 17:12:00",39.2
"18168.0","490114","2009-12-03 17:29:00",257.62
"17679.0","490115","2009-12-03 17:32:00",342.6
"17679.0","490116","2009-12-03 17:33:00",122.4
"17851.0","490118","2009-12-03 17:46:00",317.04
"12931.0","490119","2009-12-03 17:48:00",108.75
"14750.0","490121","2009-12-03 17:57:00",112.03
"16791.0","490124","2009-12-03 18:08:00",319.87
"16558.0","490125","2009-12-03 18:11:00",297.05
"14156.0","490127","2009-12-03 18:13:00",569.18
"15884.0","490128","2009-12-03 18:23:00",241.8
"17343.0","490132","2009-12-03 18:30:00",197.3
"17372.0","490134","2009-12-03 18:41:00",151.65
"16003.0","490135","2009-12-03 18:51:00",387.87
"17432.0","490136","2009-12-03 19:13:00",174.85
"14713.0","490137","2009-12-03 19:22:00",160.69
"16722.0","490138","2009-12-03 19:23:00",339.78
"12577.0","490139","2009-12-03 19:31:00",210.55
"12872.0","490140","2009-12-03 20:03:00",407.22
"15755.0","490141","2009-12-04 08:24:00",308.75
"14258.0","490142","2009-12-04 08:36:00",1261.0
"14286.0","490143","2009-12-04 08:40:00",1610.52
"13154.0","490144","2009-12-04 08:46:00",337.1
"14564.0","490145","2009-12-04 09:27:00",989.18
"13408.0","490147","2009-12-04 09:31:00",510.64
"16645.0","490151","2009-12-04 09:49:00",160.39
"12714.0","490152","2009-12-04 10:00:00",556.65
"16335.0","490154","2009-12-04 10:18:00",290.48
"13093.0","490156","2009-12-04 10:32:00",455.36
"16736.0","490157","2009-12-04 10:39:00",138.0
"12759.0","490158","2009-12-04 10:47:00",454.26
"13666.0","490159","2009-12-04 10:48:00",19.5
"13777.0","490160","2009-12-04 10:52:00",244.8
"17160.0","490161","2009-12-04 10:57:00",825.94
"13946.0","490162","2009-12-04 11:07:00",280.2
"14723.0","490163","2009-12-04 11:22:00",141.63
"14961.0","490164","2009-12-04 11:32:00",1058.4
"14735.0","490166","2009-12-04 11:32:00",371.85
"18061.0","490167","2009-12-04 11:36:00",312.21
"15581.0","490171","2009-12-04 11:54:00",29.28
"15078.0","490202","2009-12-04 12:03:00",410.0
"17389.0","490209","2009-12-04 12:06:00",908.04
"16883.0","490212","2009-12-04 12:07:00",108.95
"13175.0","490214","2009-12-04 12:11:00",319.15
"17076.0","490218","2009-12-04 12:12:00",67.68
"13948.0","490219","2009-12-04 12:14:00",155.65
"18223.0","490229","2009-12-04 12:20:00",1185.16
"16192.0","490247","2009-12-04 12:28:00",351.3
"15999.0","490258","2009-12-04 12:31:00",20.4
"15109.0","490266","2009-12-04 12:33:00",231.2
"14680.0","490272","2009-12-04 12:36:00",521.38
"18092.0","490277","2009-12-04 12:37:00",1077.6
"16891.0","490279","2009-12-04 12:37:00",317.83
"13481.0","490281","2009-12-04 12:37:00",311.2
"13807.0","490282","2009-12-04 12:41:00",107.95
"14979.0","490284","2009-12-04 12:54:00",439.46
"14527.0","490286","2009-12-04 12:59:00",762.1
"16656.0","490285","2009-12-04 12:59:00",373.74
"16746.0","490287","2009-12-04 13:00:00",367.1
"17157.0","490288","2009-12-04 13:00:00",332.16
"15309.0","490289","2009-12-04 13:01:00",273.75
"16325.0","490290","2009-12-04 13:21:00",164.03
"16541.0","490291","2009-12-04 13:22:00",424.03
"16723.0","490292","2009-12-04 13:23:00",460.55
"16699.0","490293","2009-12-04 13:31:00",137.4
"16710.0","490294","2009-12-04 13:41:00",378.96
"12510.0","490295","2009-12-04 13:47:00",323.88
"13162.0","490297","2009-12-04 13:59:00",694.2
"15382.0","490298","2009-12-04 14:13:00",1523.2
"13680.0","490299","2009-12-04 14:14:00",621.22
"12970.0","490300","2009-12-04 14:19:00",259.58
"15311.0","490301","2009-12-04 14:24:00",345.27
"17841.0","490302","2009-12-04 14:29:00",303.62
"17935.0","490303","2009-12-04 14:33:00",106.25
"17593.0","490304","2009-12-04 14:35:00",843.01
"17243.0","490305","2009-12-04 14:37:00",726.57
"12835.0","490308","2009-12-04 14:52:00",194.53
"17151.0","490310","2009-12-04 14:56:00",231.9
"16451.0","490311","2009-12-04 15:11:00",307.65
"17961.0","490312","2009-12-04 15:16:00",326.13
"17127.0","490313","2009-12-04 15:18:00",137.95
"13694.0","490320","2009-12-04 15:26:00",867.89
"14087.0","490323","2009-12-04 15:27:00",236.69
"13694.0","490324","2009-12-04 15:27:00",672.0
"13733.0","490326","2009-12-04 15:28:00",149.1
"13694.0","490327","2009-12-04 15:29:00",990.0
"18181.0","490331","2009-12-04 15:30:00",298.99
"13174.0","490340","2009-12-04 15:40:00",630.39
"13329.0","490341","2009-12-04 15:41:00",334.65
"17421.0","490342","2009-12-04 15:43:00",130.8
"16351.0","490346","2009-12-04 16:12:00",216.6
"15684.0","490347","2009-12-04 16:13:00",109.4
"17884.0","490349","2009-12-04 16:23:00",32.25
"15514.0","490353","2009-12-04 16:37:00",532.28
"13093.0","490355","2009-12-04 16:39:00",538.11
"17884.0","490356","2009-12-04 16:45:00",117.13
"13679.0","490360","2009-12-04 16:52:00",126.8
"18225.0","490359","2009-12-04 16:52:00",59.5
"12748.0","490362","2009-12-04 17:31:00",220.9
"13199.0","490363","2009-12-05 10:11:00",138.24
"13487.0","490364","2009-12-05 10:25:00",103.95
"17018.0","490365","2009-12-05 10:27:00",351.6
"18071.0","490366","2009-12-05 10:31:00",227.25
"16593.0","490367","2009-12-05 10:44:00",79.6
"14238.0","490368","2009-12-05 10:58:00",159.1
"15223.0","490369","2009-12-05 11:19:00",230.2
"17593.0","490370","2009-12-05 12:01:00",452.95
"13021.0","490371","2009-12-05 12:02:00",233.71
"17115.0","490372","2009-12-05 12:13:00",434.15
"17850.0","490373","2009-12-05 12:28:00",502.54
"14239.0","490374","2009-12-05 12:36:00",136.75
"13999.0","490375","2009-12-05 12:42:00",350.55
"13958.0","490376","2009-12-05 13:12:00",796.55
"13958.0","490377","2009-12-05 13:13:00",15.0
"13641.0","490378","2009-12-05 13:17:00",224.1
"17850.0","490380","2009-12-05 13:26:00",478.74
"15420.0","490381","2009-12-05 13:29:00",97.11
"12359.0","490382","2009-12-05 13:32:00",760.69
"12820.0","490383","2009-12-05 13:37:00",148.3
"16410.0","490385","2009-12-05 14:51:00",130.32
"15240.0","490386","2009-12-05 14:57:00",549.77
"17850.0","490387","2009-12-05 14:59:00",450.84
"16158.0","490388","2009-12-05 15:00:00",146.62
"15484.0","490389","2009-12-05 15:18:00",689.5
"14709.0","490390","2009-12-05 15:26:00",256.2
"15057.0","490391","2009-12-05 15:27:00",304.1
"14867.0","490392","2009-12-05 15:47:00",203.32
"17642.0","490393","2009-12-05 16:01:00",281.02
"17850.0","490394","2009-12-05 16:01:00",870.28
"13813.0","490395","2009-12-06 10:16:00",247.15
"13589.0","490396","2009-12-06 10:26:00",269.15
"12417.0","490397","2009-12-06 10:30:00",279.1
"17920.0","490398","2009-12-06 10:37:00",567.71
"12975.0","490399","2009-12-06 10:38:00",441.63
"16104.0","490400","2009-12-06 10:41:00",689.9
"17150.0","490401","2009-12-06 10:51:00",139.25
"17920.0","490403","2009-12-06 11:13:00",316.74
"16277.0","490404","2009-12-06 11:27:00",188.69
"17244.0","490405","2009-12-06 11:27:00",260.65
"17850.0","490408","2009-12-06 11:33:00",413.44
"15260.0","490430","2009-12-06 11:45:00",253.55
"12583.0","490458","2009-12-06 11:57:00",745.44
"15555.0","490459","2009-12-06 11:58:00",950.69
"13736.0","490461","2009-12-06 12:07:00",720.79
"14133.0","490463","2009-12-06 12:10:00",305.5
"15571.0","490464","2009-12-06 12:10:00",118.26
"13448.0","490465","2009-12-06 12:14:00",933.35
"17085.0","490466","2009-12-06 12:16:00",183.6
"15059.0","490467","2009-12-06 12:17:00",280.94
"14468.0","490468","2009-12-06 12:21:00",204.24
"16395.0","490470","2009-12-06 12:26:00",242.96
"16485.0","490472","2009-12-06 12:28:00",619.24
"15878.0","490471","2009-12-06 12:28:00",212.13
"15860.0","490473","2009-12-06 12:31:00",204.65
"13373.0","490474","2009-12-06 12:34:00",748.42
"14608.0","490476","2009-12-06 12:34:00",211.62
"17850.0","490477","2009-12-06 12:41:00",533.14
"16779.0","490479","2009-12-06 12:42:00",1450.2
"14896.0","490478","2009-12-06 12:42:00",302.5
"16964.0","490481","2009-12-06 12:51:00",21.25
"15983.0","490482","2009-12-06 12:52:00",289.3
"13782.0","490483","2009-12-06 12:52:00",132.4
"16964.0","490484","2009-12-06 12:53:00",186.6
"14454.0","490485","2009-12-06 12:56:00",125.94
"16779.0","490486","2009-12-06 13:00:00",90.0
"14717.0","490487","2009-12-06 13:05:00",81.3
"16718.0","490488","2009-12-06 13:07:00",647.82
"15751.0","490489","2009-12-06 13:08:00",266.19
"14546.0","490490","2009-12-06 13:10:00",547.73
"17848.0","490491","2009-12-06 13:19:00",175.2
"15751.0","490493","2009-12-06 13:21:00",12.75
"17561.0","490494","2009-12-06 13:29:00",192.27
"15547.0","490496","2009-12-06 13:40:00",671.56
"17406.0","490499","2009-12-06 13:45:00",406.7
"14479.0","490500","2009-12-06 13:48:00",355.13
"16710.0","490501","2009-12-06 13:49:00",285.64
"17969.0","490502","2009-12-06 13:53:00",101.4
"14548.0","490503","2009-12-06 14:00:00",582.12
"15311.0","490504","2009-12-06 14:03:00",391.92
"14548.0","490505","2009-12-06 14:06:00",98.16
"17916.0","490506","2009-12-06 14:10:00",25.46
"17850.0","490508","2009-12-06 14:14:00",450.84
"13319.0","490511","2009-12-06 14:46:00",626.6
"14606.0","490512","2009-12-06 14:54:00",235.13
"16773.0","490514","2009-12-06 15:01:00",137.75
"15479.0","490515","2009-12-06 15:08:00",147.4
"17850.0","490516","2009-12-06 15:09:00",504.54
"15822.0","490518","2009-12-06 15:12:00",474.32
"13890.0","490519","2009-12-06 15:15:00",213.65
"13211.0","490521","2009-12-06 15:24:00",235.84
"15641.0","490522","2009-12-06 15:31:00",150.4
"14123.0","490524","2009-12-06 15:35:00",436.18
"13019.0","490525","2009-12-06 15:40:00",255.0
"17858.0","490526","2009-12-06 15:41:00",533.97
"14940.0","490527","2009-12-06 15:46:00",182.01
"16686.0","490528","2009-12-06 15:48:00",118.25
"16686.0","490529","2009-12-06 15:51:00",48.89
"15691.0","490530","2009-12-06 16:01:00",161.8
"16436.0","490531","2009-12-06 16:02:00",166.95
"17610.0","490533","2009-12-06 16:07:00",378.05
"17530.0","490534","2009-12-06 16:17:00",263.68
"17850.0","490535","2009-12-07 08:13:00",560.58
"13491.0","490536","2009-12-07 08:24:00",221.9
"14003.0","490537","2009-12-07 08:53:00",209.41
"17850.0","490538","2009-12-07 09:14:00",504.54
"12839.0","490539","2009-12-07 09:18:00",346.0
"14911.0","490542","2009-12-07 09:42:00",716.35
"17557.0","490545","2009-12-07 10:15:00",34.0
"14738.0","490547","2009-12-07 10:21:00",311.2
"17850.0","490548","2009-12-07 10:26:00",504.54
"16124.0","490557","2009-12-07 10:33:00",463.0
"15260.0","490561","2009-12-07 10:38:00",41.3
"12471.0","490563","2009-12-07 10:41:00",808.12
"12471.0","490564","2009-12-07 10:42:00",241.9
"17739.0","490569","2009-12-07 10:48:00",411.2
"16556.0","490577","2009-12-07 10:51:00",187.19
"14695.0","490603","2009-12-07 11:05:00",287.49
"14828.0","490604","2009-12-07 11:19:00",682.4
"15115.0","490605","2009-12-07 11:20:00",191.74
"17850.0","490606","2009-12-07 11:26:00",426.0
"13693.0","490607","2009-12-07 11:29:00",173.55
"14955.0","490608","2009-12-07 11:35:00",163.77
"14037.0","490609","2009-12-07 11:39:00",218.33
"18077.0","490610","2009-12-07 11:40:00",211.62
"13905.0","490611","2009-12-07 11:41:00",312.65
"17508.0","490612","2009-12-07 11:46:00",610.95
