"CustomerID","FirstPurchaseDate","LastPurchaseDate","TotalOrders","TotalMonetaryValue","RecencyDays","IsChurned30"
"12458.0","2010-08-09 10:33:00","2011-09-29 15:25:00",4,1502.49,71,1
"12459.0","2010-04-13 14:53:00","2010-04-13 14:53:00",1,398.36,605,1
"12460.0","2010-09-09 13:51:00","2010-09-09 13:51:00",1,296.65,456,1
"12461.0","2011-07-08 10:23:00","2011-07-08 10:23:00",1,626.88,154,1
"12462.0","2011-02-09 14:44:00","2011-11-21 09:11:00",2,937.59,18,0
"12463.0","2011-04-12 12:47:00","2011-10-17 13:44:00",4,1200.78,53,1
"12464.0","2011-02-03 13:30:00","2011-11-29 13:33:00",8,957.05,10,0
"12465.0","2011-06-23 13:37:00","2011-11-22 16:34:00",2,682.19,17,0
"12467.0","2010-10-12 15:41:00","2010-10-12 15:41:00",1,132.8,423,1
"12468.0","2010-01-26 10:09:00","2011-06-05 11:36:00",5,3238.74,187,1
"12469.0","2010-06-21 10:30:00","2010-07-05 12:40:00",2,3070.54,522,1
"12470.0","2010-01-19 11:01:00","2010-01-19 11:01:00",1,211.95,689,1
"12471.0","2009-12-07 10:41:00","2011-12-07 15:43:00",71,35145.5,2,0
"12472.0","2009-12-14 10:49:00","2011-11-07 14:01:00",19,16494.59,32,1
"12473.0","2011-06-01 10:15:00","2011-10-17 11:27:00",3,2596.23,53,1
"12474.0","2010-02-11 09:41:00","2011-11-22 14:39:00",29,11362.45,17,0
"12475.0","2010-10-26 08:49:00","2011-10-17 10:10:00",2,1065.64,53,1
"12476.0","2010-07-26 09:04:00","2011-11-24 12:40:00",18,12351.41,15,0
"12477.0","2010-03-26 14:01:00","2011-11-17 09:51:00",9,20276.37,22,0
"12478.0","2011-12-06 09:56:00","2011-12-06 09:56:00",1,545.99,3,0
"12479.0","2011-11-28 13:26:00","2011-11-28 13:26:00",1,473.2,11,0
"12480.0","2010-07-20 13:21:00","2011-11-11 14:52:00",7,4834.85,28,0
"12481.0","2010-04-11 13:10:00","2011-11-17 08:29:00",14,11191.39,22,0
"12482.0","2010-02-24 10:24:00","2010-05-12 16:51:00",27,21941.72,576,1
"12483.0","2010-01-31 13:28:00","2011-11-22 17:02:00",19,4092.58,17,0
"12484.0","2010-01-27 16:41:00","2011-11-04 15:18:00",9,5573.15,35,1
"12485.0","2010-06-28 15:22:00","2010-06-28 15:22:00",1,708.1,529,1
"12486.0","2010-10-04 12:14:00","2010-10-04 12:14:00",1,917.28,431,1
"12487.0","2009-12-09 11:36:00","2009-12-09 11:36:00",1,285.3,730,1
"12488.0","2011-09-25 10:34:00","2011-11-30 08:50:00",3,1244.66,9,0
"12489.0","2011-01-07 13:13:00","2011-01-07 13:13:00",1,298.93,336,1
"12490.0","2009-12-01 12:52:00","2011-12-04 16:07:00",20,8764.64,5,0
"12491.0","2011-11-01 12:18:00","2011-11-01 12:18:00",1,424.4,38,1
"12492.0","2010-11-01 14:58:00","2011-10-07 15:15:00",3,607.21,63,1
"12493.0","2011-05-26 14:53:00","2011-06-27 10:17:00",2,415.74,165,1
"12494.0","2010-05-12 13:52:00","2011-11-24 09:34:00",9,1602.87,15,0
"12495.0","2010-03-09 10:53:00","2010-03-09 10:53:00",1,277.4,640,1
"12496.0","2010-03-29 13:57:00","2010-03-29 14:06:00",2,54.09,620,1
"12497.0","2010-03-05 09:39:00","2011-09-19 12:29:00",3,5996.5,81,1
"12498.0","2011-10-13 09:30:00","2011-11-18 12:53:00",3,349.7,21,0
"12499.0","2010-05-28 15:12:00","2010-05-28 15:12:00",1,357.72,560,1
"12500.0","2010-02-04 15:05:00","2011-11-16 16:20:00",18,5559.21,23,0
"12501.0","2011-01-07 12:28:00","2011-01-07 12:28:00",1,2025.39,336,1
"12502.0","2011-02-03 10:41:00","2011-09-05 11:52:00",5,2995.87,95,1
"12503.0","2010-05-04 13:59:00","2010-05-04 13:59:00",1,896.0,584,1
"12504.0","2010-04-22 10:24:00","2011-11-21 16:02:00",4,689.05,18,0
"12505.0","2010-10-27 09:18:00","2010-10-27 09:18:00",1,787.2,408,1
"12506.0","2011-04-21 08:54:00","2011-04-21 08:54:00",1,73.5,232,1
"12507.0","2010-05-04 09:23:00","2011-07-28 17:09:00",4,1508.06,134,1
"12508.0","2011-11-10 16:27:00","2011-11-13 15:37:00",2,398.27,26,0
"12509.0","2011-02-28 14:45:00","2011-02-28 14:45:00",1,158.5,284,1
"12510.0","2009-12-04 13:47:00","2011-07-20 10:15:00",7,3039.03,142,1
"12511.0","2010-10-07 10:39:00","2010-10-07 10:39:00",1,3084.02,428,1
"12512.0","2011-10-04 14:53:00","2011-10-04 14:55:00",2,138.03,66,1
"12513.0","2011-08-19 10:51:00","2011-08-19 10:51:00",1,558.29,112,1
"12514.0","2010-03-08 12:18:00","2011-03-17 16:38:00",2,1597.76,267,1
"12515.0","2010-12-21 15:43:00","2010-12-21 15:43:00",1,278.7,353,1
"12516.0","2010-04-19 14:14:00","2011-09-23 09:13:00",4,2288.62,77,1
"12517.0","2011-06-02 15:13:00","2011-11-11 13:57:00",4,2322.84,28,0
"12518.0","2011-08-21 13:18:00","2011-12-09 10:13:00",5,1840.89,0,0
"12519.0","2010-08-20 08:21:00","2011-10-07 09:26:00",2,636.54,63,1
"12520.0","2011-03-11 11:35:00","2011-09-21 15:23:00",5,2346.26,79,1
"12521.0","2011-07-20 10:51:00","2011-07-20 10:51:00",1,545.68,142,1
"12522.0","2011-10-19 14:41:00","2011-10-31 15:30:00",2,156.72,39,1
"12523.0","2009-12-07 13:46:00","2011-11-20 12:55:00",23,4030.15,19,0
"12524.0","2010-02-08 14:41:00","2011-11-30 15:31:00",17,9794.11,9,0
"12525.0","2010-03-02 14:01:00","2010-07-29 16:08:00",3,883.73,498,1
"12526.0","2011-09-06 14:19:00","2011-12-09 12:09:00",3,1172.66,0,0
"12527.0","2010-06-28 15:37:00","2011-09-19 11:55:00",5,717.51,81,1
"12528.0","2011-01-31 09:05:00","2011-11-30 14:40:00",6,1645.48,9,0
"12529.0","2010-06-29 13:10:00","2010-06-29 13:10:00",1,316.48,528,1
"12530.0","2010-03-07 14:37:00","2011-10-11 12:34:00",9,3381.26,59,1
"12531.0","2010-01-22 14:17:00","2011-11-25 11:12:00",2,1771.2,14,0
"12532.0","2011-11-09 13:47:00","2011-11-09 13:47:00",1,313.83,30,0
"12533.0","2009-12-01 11:50:00","2010-03-22 10:56:00",2,1223.89,627,1
"12534.0","2011-08-01 10:26:00","2011-08-01 10:26:00",1,981.18,130,1
"12535.0","2011-06-06 12:47:00","2011-09-09 08:48:00",2,716.35,91,1
"12536.0","2011-10-11 14:52:00","2011-10-11 14:52:00",1,4279.71,59,1
"12537.0","2010-10-27 08:36:00","2010-10-27 08:36:00",1,612.94,408,1
"12538.0","2010-11-26 13:02:00","2011-11-10 17:16:00",2,640.45,29,0
"12539.0","2009-12-23 13:00:00","2011-11-17 13:30:00",7,11186.75,22,0
"12540.0","2009-12-07 16:56:00","2011-11-20 11:31:00",32,19250.49,19,0
"12541.0","2011-03-04 09:32:00","2011-11-10 10:40:00",3,841.18,29,0
"12542.0","2010-03-09 16:26:00","2010-08-12 19:12:00",2,481.88,484,1
"12543.0","2010-09-17 15:51:00","2010-09-17 15:51:00",1,840.25,448,1
"12544.0","2011-11-03 16:15:00","2011-11-03 16:15:00",1,316.7,36,1
"12545.0","2011-03-25 12:04:00","2011-09-25 13:39:00",2,832.39,75,1
"12546.0","2011-09-23 09:44:00","2011-10-24 12:09:00",2,1021.5,46,1
"12547.0","2010-07-27 13:55:00","2011-05-26 12:38:00",3,299.58,197,1
"12548.0","2011-06-26 15:35:00","2011-06-26 15:35:00",1,67.2,166,1
"12549.0","2010-01-11 12:29:00","2010-05-13 12:05:00",5,1570.68,575,1
"12550.0","2011-09-21 14:35:00","2011-09-21 14:35:00",1,824.83,79,1
"12551.0","2010-12-17 11:23:00","2010-12-17 11:23:00",1,168.0,357,1
"12552.0","2011-10-31 12:11:00","2011-10-31 12:11:00",1,317.82,39,1
"12553.0","2010-10-12 13:35:00","2011-12-01 16:38:00",12,4104.75,8,0
"12554.0","2010-09-17 12:29:00","2010-09-17 12:29:00",1,384.5,448,1
"12556.0","2011-07-11 13:35:00","2011-10-20 13:06:00",2,603.71,50,1
"12557.0","2009-12-17 10:39:00","2011-11-23 16:59:00",8,18716.14,16,0
"12558.0","2011-12-02 10:41:00","2011-12-02 10:41:00",1,269.96,7,0
"12559.0","2011-01-24 10:12:00","2011-02-02 09:49:00",2,525.71,310,1
"12560.0","2011-07-19 15:55:00","2011-12-04 13:54:00",2,1918.01,5,0
"12561.0","2011-02-10 11:39:00","2011-02-10 11:39:00",1,238.85,302,1
"12562.0","2010-09-30 13:13:00","2011-12-01 17:20:00",9,4426.92,8,0
"12563.0","2010-10-27 09:52:00","2010-10-27 09:52:00",1,221.24,408,1
"12564.0","2011-03-23 14:55:00","2011-03-23 14:55:00",1,402.9,261,1
"12565.0","2011-02-24 10:34:00","2011-02-24 10:34:00",1,145.92,288,1
"12566.0","2011-09-14 14:30:00","2011-09-14 14:30:00",1,297.65,86,1
"12567.0","2010-02-11 10:30:00","2011-11-17 11:02:00",15,12467.86,22,0
"12568.0","2010-03-05 09:15:00","2010-03-05 09:15:00",1,52.0,644,1
"12569.0","2011-04-01 13:47:00","2011-12-07 16:24:00",32,3152.69,2,0
"12571.0","2011-08-10 12:35:00","2011-10-31 10:19:00",2,519.61,39,1
"12572.0","2011-10-19 08:20:00","2011-12-01 09:20:00",2,912.42,8,0
"12573.0","2010-08-31 17:25:00","2011-04-26 15:52:00",5,717.41,227,1
"12574.0","2011-01-28 09:20:00","2011-01-28 09:20:00",1,182.45,315,1
"12575.0","2010-07-01 09:15:00","2010-09-08 13:09:00",2,568.82,457,1
"12576.0","2010-07-01 13:46:00","2011-11-04 10:11:00",8,2062.72,35,1
"12577.0","2009-12-03 19:31:00","2011-11-04 13:24:00",8,1649.8,35,1
"12578.0","2010-09-22 11:19:00","2011-11-18 13:30:00",4,4026.45,21,0
"12579.0","2011-09-22 17:15:00","2011-09-22 17:15:00",1,386.42,78,1
"12580.0","2010-05-12 11:45:00","2011-04-07 10:24:00",2,962.9,246,1
"12581.0","2011-10-31 08:56:00","2011-10-31 08:56:00",1,179.71,39,1
"12582.0","2010-05-11 09:55:00","2011-04-15 08:45:00",4,1820.4,238,1
"12583.0","2009-12-06 11:57:00","2011-12-07 08:07:00",27,13295.44,2,0
"12584.0","2011-03-04 15:15:00","2011-12-06 09:35:00",9,2254.15,3,0
"12585.0","2010-12-23 12:58:00","2011-04-19 13:39:00",2,1824.1,234,1
"12586.0","2009-12-16 13:15:00","2011-11-22 16:24:00",4,2062.67,17,0
"12587.0","2011-12-02 12:47:00","2011-12-02 12:47:00",1,104.0,7,0
"12588.0","2010-04-21 12:22:00","2011-10-31 15:01:00",3,718.78,39,1
"12589.0","2010-01-19 12:26:00","2011-11-11 10:19:00",6,3294.91,28,0
"12590.0","2011-05-12 14:46:00","2011-05-12 14:46:00",1,9341.26,211,1
"12591.0","2010-10-27 10:42:00","2011-01-26 14:35:00",3,1128.15,317,1
"12592.0","2010-07-08 14:06:00","2011-09-08 15:04:00",4,1723.64,92,1
"12593.0","2011-05-05 09:29:00","2011-08-23 12:43:00",3,382.1,108,1
"12594.0","2010-03-03 13:51:00","2011-11-02 12:20:00",14,4890.11,37,1
"12595.0","2010-07-23 09:10:00","2010-07-23 09:10:00",1,281.02,504,1
"12596.0","2011-04-11 13:22:00","2011-10-19 13:02:00",2,450.27,51,1
"12597.0","2011-03-16 14:00:00","2011-11-20 13:33:00",4,3195.22,19,0
"12598.0","2010-03-01 09:58:00","2011-11-30 12:18:00",10,4192.09,9,0
"12599.0","2010-05-11 10:42:00","2011-11-10 13:34:00",13,2026.72,29,0
"12600.0","2009-12-07 13:37:00","2011-11-11 10:29:00",20,4444.35,28,0
"12601.0","2010-10-31 10:57:00","2011-06-03 10:17:00",6,573.26,189,1
"12602.0","2011-10-12 11:22:00","2011-10-12 11:22:00",1,153.12,58,1
"12603.0","2011-11-18 10:42:00","2011-11-18 10:42:00",1,613.2,21,0
"12604.0","2011-03-23 12:06:00","2011-09-21 14:08:00",2,236.18,79,1
"12605.0","2010-09-07 14:21:00","2010-11-28 14:18:00",3,1124.95,376,1
"12607.0","2011-10-10 16:06:00","2011-10-10 16:06:00",1,1579.51,60,1
"12608.0","2010-10-31 10:49:00","2010-10-31 10:49:00",1,415.79,404,1
"12609.0","2009-12-20 13:30:00","2011-09-22 16:34:00",9,3021.86,78,1
"12610.0","2011-08-05 13:52:00","2011-11-17 09:34:00",4,1747.54,22,0
"12611.0","2011-10-18 13:12:00","2011-10-18 13:12:00",1,1193.32,52,1
"12612.0","2011-09-26 15:35:00","2011-09-26 15:35:00",1,668.04,74,1
"12613.0","2009-12-14 13:10:00","2011-10-13 14:59:00",9,6295.07,57,1
"12614.0","2011-03-07 10:22:00","2011-03-07 10:22:00",1,315.6,277,1
"12615.0","2010-03-18 14:09:00","2011-12-07 15:02:00",8,5362.98,2,0
"12616.0","2010-11-16 11:38:00","2011-09-05 15:17:00",3,1023.1,95,1
"12617.0","2011-11-10 14:39:00","2011-11-10 14:39:00",1,355.53,29,0
"12618.0","2011-11-18 11:10:00","2011-11-18 11:10:00",1,137.31,21,0
"12619.0","2010-05-28 12:52:00","2011-11-23 14:52:00",9,3085.7,16,0
"12620.0","2011-05-19 12:10:00","2011-11-25 10:20:00",3,1303.41,14,0
"12621.0","2010-02-09 12:01:00","2011-12-08 11:25:00",35,22525.81,1,0
"12622.0","2011-04-21 16:39:00","2011-04-21 16:39:00",1,162.1,232,1
"12623.0","2010-01-12 11:45:00","2011-03-08 13:50:00",7,3315.84,276,1
"12624.0","2011-06-15 12:34:00","2011-08-25 15:04:00",2,569.13,106,1
"12625.0","2010-04-22 11:33:00","2011-05-12 09:54:00",4,4678.88,211,1
"12626.0","2011-01-17 11:01:00","2011-11-16 16:06:00",9,5954.48,23,0
"12627.0","2011-07-22 13:59:00","2011-11-29 12:07:00",6,4082.53,10,0
"12628.0","2011-10-06 09:28:00","2011-12-05 13:15:00",3,732.46,4,0
"12629.0","2010-10-12 16:40:00","2010-11-19 09:18:00",2,1198.22,385,1
"12630.0","2011-10-27 10:41:00","2011-11-30 10:48:00",2,1030.88,9,0
"12631.0","2010-01-15 14:50:00","2011-10-13 13:53:00",6,3321.57,57,1
"12632.0","2010-05-24 09:07:00","2010-07-07 09:39:00",2,714.88,520,1
"12633.0","2010-07-02 11:44:00","2011-10-12 11:40:00",7,5156.16,58,1
"12634.0","2010-06-09 15:41:00","2010-06-09 15:41:00",1,360.0,548,1
"12635.0","2010-09-09 10:50:00","2011-09-11 11:04:00",4,2624.41,89,1
"12637.0","2010-06-14 13:36:00","2011-10-03 13:46:00",12,8142.31,67,1
"12638.0","2010-03-10 10:30:00","2011-11-06 13:11:00",2,681.49,33,1
"12639.0","2010-03-22 09:05:00","2011-04-15 12:48:00",3,1072.37,238,1
"12640.0","2011-09-19 12:01:00","2011-11-16 11:52:00",3,994.58,23,0
"12641.0","2011-08-16 13:26:00","2011-08-16 13:26:00",1,145.9,115,1
"12642.0","2011-08-24 09:23:00","2011-11-14 15:03:00",3,905.26,25,0
"12643.0","2010-04-07 14:16:00","2011-08-03 12:56:00",11,7849.42,128,1
"12644.0","2010-01-14 13:02:00","2011-08-02 10:33:00",4,1900.49,129,1
"12645.0","2010-02-09 10:49:00","2011-11-06 12:38:00",8,3215.3,33,1
"12646.0","2011-10-21 12:52:00","2011-12-05 10:14:00",2,1346.97,4,0
"12647.0","2010-01-13 15:06:00","2011-11-17 12:56:00",35,14916.35,22,0
"12648.0","2010-01-07 18:38:00","2011-07-08 11:55:00",4,1039.0,154,1
"12649.0","2010-01-12 17:24:00","2011-08-24 14:41:00",8,2096.65,107,1
"12650.0","2011-12-06 16:34:00","2011-12-06 16:34:00",1,242.44,3,0
"12651.0","2010-08-31 15:21:00","2011-01-09 12:46:00",4,377.75,334,1
"12652.0","2010-10-01 15:16:00","2011-01-12 15:00:00",2,891.03,331,1
"12653.0","2010-07-01 09:56:00","2011-07-14 10:41:00",3,4160.83,148,1
"12654.0","2011-02-17 13:16:00","2011-11-29 10:10:00",5,529.98,10,0
"12655.0","2010-10-12 09:17:00","2010-10-12 09:17:00",1,243.35,423,1
"12656.0","2010-05-26 09:00:00","2011-11-22 13:42:00",8,5723.83,17,0
"12657.0","2011-09-22 11:40:00","2011-11-28 15:47:00",4,1427.18,11,0
"12658.0","2011-11-21 10:22:00","2011-11-21 10:22:00",1,632.05,18,0
"12659.0","2011-11-10 11:53:00","2011-11-10 11:53:00",1,73.68,29,0
"12660.0","2011-11-28 13:26:00","2011-11-28 13:26:00",1,227.1,11,0
"12661.0","2010-09-29 16:46:00","2010-09-29 16:46:00",1,162.0,436,1
"12662.0","2010-04-01 09:50:00","2011-12-09 11:59:00",20,6374.02,0,0
"12663.0","2010-02-09 14:28:00","2010-03-25 09:40:00",2,185.4,624,1
"12664.0","2009-12-13 10:28:00","2011-12-01 17:07:00",11,5420.04,8,0
"12665.0","2010-02-08 15:11:00","2011-01-19 08:34:00",3,259.6,324,1
"12666.0","2010-11-10 16:40:00","2010-11-10 16:40:00",1,1248.42,394,1
"12667.0","2011-10-12 17:00:00","2011-10-12 17:00:00",1,460.13,58,1
"12668.0","2010-01-31 15:45:00","2011-11-28 10:56:00",9,9967.68,11,0
"12669.0","2011-03-28 10:15:00","2011-07-12 09:54:00",2,1427.73,150,1
"12670.0","2010-02-11 10:13:00","2011-11-29 15:23:00",7,3436.29,10,0
"12671.0","2010-04-12 16:30:00","2010-04-12 16:30:00",1,2622.48,606,1
"12672.0","2010-04-23 09:57:00","2011-01-14 09:20:00",2,407.05,329,1
"12673.0","2010-11-03 10:46:00","2011-12-04 13:55:00",3,1140.02,5,0
"12674.0","2011-05-16 09:10:00","2011-11-01 12:12:00",4,1844.6,38,1
"12675.0","2010-05-10 16:44:00","2010-06-04 09:49:00",2,874.5,553,1
"12676.0","2010-08-13 13:29:00","2011-11-15 12:25:00",10,2333.09,24,0
"12677.0","2010-02-11 13:55:00","2010-06-02 14:30:00",2,359.1,555,1
"12678.0","2010-01-07 16:46:00","2011-10-28 13:04:00",17,32855.18,42,1
